ProductID,ProductName,Category,Price
PID275,Hue Play HDMI Sync Box - Smart Device for Syncing Lights with TV,Smart Home Devices,"$1,016.67 "
PID276,Ring Alarm Security Kit - Smart Home Security System,Smart Home Devices,"$2,734.46 "
PID277,Google Nest Protect - Smart Smoke and Carbon Monoxide Alarm,Smart Home Devices,"$1,032.23 "
PID278,Ecovacs Deebot N8 Pro+ - Smart Robot Vacuum and Mop,Smart Home Devices,"$1,470.88 "
PID279,TP-Link Kasa Smart Light Switch - Smart Light Switch with Dimmer,Smart Home Devices,"$2,523.55 "
PID280,Netatmo Weather Station - Smart Weather Monitoring System,Smart Home Devices,"$1,929.78 "
PID281,First Alert Onelink Safe & Sound - Smart Smoke and Carbon Monoxide Alarm with Speaker and Alexa,Smart Home Devices,"$1,528.87 "
PID282,Aqara Smart Home Starter Kit - Smart Home Automation Kit,Smart Home Devices,"$1,400.15 "
PID283,Sony PlayStation 5,Gaming Consoles,"$1,863.27 "
PID284,Microsoft Xbox Series X,Gaming Consoles,"$1,453.34 "
PID285,Nintendo Switch,Gaming Consoles,"$1,278.62 "
PID286,Sony PlayStation 4,Gaming Consoles,"$1,298.48 "
PID287,Microsoft Xbox One X,Gaming Consoles,"$1,248.36 "
PID288,Nintendo Switch Lite,Gaming Consoles,"$2,134.61 "
PID289,Sony PlayStation 4 Pro,Gaming Consoles,"$2,684.66 "
PID290,Microsoft Xbox One S,Gaming Consoles,"$1,635.64 "
PID291,Nintendo 3DS XL,Gaming Consoles,"$2,611.87 "
PID292,Sony PlayStation 3,Gaming Consoles,"$2,496.68 "
PID293,Microsoft Xbox 360,Gaming Consoles,"$2,857.87 "
PID294,Nintendo Wii U,Gaming Consoles,"$2,003.32 "
PID295,Sony PlayStation 2,Gaming Consoles,"$1,413.34 "
PID296,Nintendo DS Lite,Gaming Consoles,"$2,673.96 "
PID297,Microsoft Xbox,Gaming Consoles,"$1,885.35 "
PID298,Nintendo GameCube,Gaming Consoles,"$1,288.07 "
PID299,Sega Dreamcast,Gaming Consoles,"$1,351.92 "
PID300,Atari 2600,Gaming Consoles,"$1,808.43 "
PID301,Super Nintendo Entertainment System (SNES),Gaming Consoles,"$1,545.62 "
PID302,Sega Genesis,Gaming Consoles,"$2,205.86 "
PID303,Nintendo Entertainment System (NES),Gaming Consoles,"$2,238.61 "
PID304,Sony PSP (PlayStation Portable),Gaming Consoles,"$2,032.87 "
PID305,Neo Geo AES,Gaming Consoles,"$1,870.85 "
PID306,Sega Saturn,Gaming Consoles,"$1,196.86 "
PID307,TurboGrafx-16,Gaming Consoles,"$2,858.37 "
PID308,Philips CD-i,Gaming Consoles,"$1,626.38 "
PID309,ColecoVision,Gaming Consoles,"$1,787.31 "
PID310,Intellivision,Gaming Consoles,"$2,286.57 "
PID311,Magnavox Odyssey,Gaming Consoles,"$1,465.37 "
PID312,Atari 5200,Gaming Consoles,"$1,185.28 "
PID313,Xbox Wireless Controller (Microsoft),Gaming Accessories,$807.69 
PID314,DualSense Wireless Controller (Sony),Gaming Accessories,"$2,067.74 "
PID315,Nintendo Switch Pro Controller (Nintendo),Gaming Accessories,"$1,364.86 "
PID316,Razer DeathAdder Elite Gaming Mouse,Gaming Accessories,$284.78 
PID317,Logitech G502 Hero Gaming Mouse,Gaming Accessories,"$2,613.23 "
PID318,SteelSeries Arctis Pro Wireless Gaming Headset,Gaming Accessories,$850.61 
PID319,HyperX Cloud II Gaming Headset,Gaming Accessories,"$2,685.34 "
PID320,Astro A40 TR Gaming Headset,Gaming Accessories,$185.20 
PID321,Corsair K70 RGB Mechanical Gaming Keyboard,Gaming Accessories,"$1,222.27 "
PID322,Razer Huntsman Elite Gaming Keyboard,Gaming Accessories,$847.55 
PID323,Logitech G29 Driving Force Racing Wheel (for PlayStation),Gaming Accessories,"$1,728.41 "
PID324,Thrustmaster T300 RS GT Racing Wheel (for PlayStation),Gaming Accessories,"$2,277.97 "
PID325,Xbox Elite Wireless Controller Series 2 (Microsoft),Gaming Accessories,$619.34 
PID326,Scuf Gaming Impact Controller,Gaming Accessories,"$2,334.61 "
PID327,Elgato Stream Deck,Gaming Accessories,$642.14 
PID328,Blue Yeti USB Microphone,Gaming Accessories,"$1,014.01 "
PID329,Razer Kraken Tournament Edition Gaming Headset,Gaming Accessories,$928.34 
PID330,SteelSeries QcK Gaming Mouse Pad,Gaming Accessories,"$2,519.48 "
PID331,Corsair MM300 Extended Gaming Mouse Pad,Gaming Accessories,"$2,094.08 "
PID332,Razer Firefly Chroma Gaming Mouse Pad,Gaming Accessories,"$1,659.14 "
PID333,HyperX Alloy FPS Mechanical Gaming Keyboard,Gaming Accessories,"$1,700.64 "
PID334,Turtle Beach Stealth 600 Wireless Gaming Headset,Gaming Accessories,"$1,445.97 "
PID335,Logitech G Pro X Gaming Headset,Gaming Accessories,"$1,146.97 "
PID336,Xbox Play and Charge Kit (Microsoft),Gaming Accessories,"$2,073.50 "
PID337,PlayStation VR (Sony),Gaming Accessories,"$1,045.98 "
PID338,Western Digital My Passport External Hard Drive,Data Storage Devices,"$1,717.02 "
PID339,Seagate Backup Plus Portable External Hard Drive,Data Storage Devices,$20.15 
PID340,Samsung T5 Portable SSD,Data Storage Devices,$779.51 
PID341,SanDisk Extreme Portable SSD,Data Storage Devices,"$1,287.68 "
PID342,LaCie Rugged USB-C External Hard Drive,Data Storage Devices,"$1,820.14 "
PID343,Crucial MX500 Internal Solid State Drive (SSD),Data Storage Devices,"$1,369.85 "
PID344,Kingston DataTraveler USB Flash Drive,Data Storage Devices,"$2,476.37 "
PID345,WD Elements Desktop External Hard Drive,Data Storage Devices,"$2,315.35 "
PID346,Seagate BarraCuda Internal Hard Drive,Data Storage Devices,"$2,332.89 "
PID347,Samsung 970 EVO Plus NVMe M.2 SSD,Data Storage Devices,"$1,129.67 "
PID348,SanDisk Ultra Dual Drive USB Type-C Flash Drive,Data Storage Devices,$425.86 
PID349,Toshiba Canvio Advance Portable External Hard Drive,Data Storage Devices,$253.50 
PID350,G-Technology G-DRIVE USB-C External Hard Drive,Data Storage Devices,"$1,505.23 "
PID351,Corsair Force Series MP600 NVMe M.2 SSD,Data Storage Devices,$139.52 
PID352,Lexar Professional USB 3.0 Dual-Slot Reader,Data Storage Devices,$669.82 
PID353,Transcend StoreJet Portable Hard Drive,Data Storage Devices,"$2,593.72 "
PID354,Adata XPG SX8200 Pro NVMe M.2 SSD,Data Storage Devices,$71.96 
PID355,Sony Professional XQD Memory Card,Data Storage Devices,$212.82 
PID356,PNY Elite-X Fit USB 3.0 Flash Drive,Data Storage Devices,"$2,706.07 "
PID357,WD Red NAS Internal Hard Drive,Data Storage Devices,"$2,797.22 "
PID358,Seagate Expansion Desktop External Hard Drive,Data Storage Devices,"$2,783.92 "
PID359,Samsung 860 EVO SATA III Internal SSD,Data Storage Devices,$149.88 
PID360,SanDisk iXpand Flash Drive,Data Storage Devices,$918.36 
PID361,LaCie Porsche Design Desktop Drive,Data Storage Devices,"$2,543.44 "
PID362,Crucial P1 NVMe PCIe M.2 SSD,Data Storage Devices,"$2,959.15 "
PID363,Kingston Canvas Select Plus SD Card,Data Storage Devices,$230.64 
PID364,WD Black SN750 NVMe Internal Gaming SSD,Data Storage Devices,$703.23 
PID365,Seagate IronWolf NAS Internal Hard Drive,Data Storage Devices,$292.14 
PID366,Samsung Portable SSD T7 Touch,Data Storage Devices,$775.10 
PID367,SanDisk Ultra microSDXC Memory Card,Data Storage Devices,"$2,275.93 "
PID368,Cisco Catalyst 9000 Series Switches,Networking Devices,$714.73 
PID369,Juniper Networks EX Series Ethernet Switches,Networking Devices,"$1,931.48 "
PID370,Aruba Networks Instant On Access Points,Networking Devices,"$2,181.91 "
PID371,Ubiquiti UniFi Dream Machine Pro,Networking Devices,"$2,334.42 "
PID372,HPE OfficeConnect Switches,Networking Devices,"$2,152.65 "
PID373,Netgear Nighthawk AX12 Router,Networking Devices,$316.22 
PID374,TP-Link Archer A9 Wireless Router,Networking Devices,"$2,735.98 "
PID375,D-Link DIR-867 Wireless Router,Networking Devices,"$1,423.26 "
PID376,ASUS RT-AX88U Gaming Router,Networking Devices,$87.23 
PID377,Linksys Velop Mesh Wi-Fi System,Networking Devices,"$2,107.71 "
PID378,Cisco Meraki MX Security Appliances,Networking Devices,"$1,742.70 "
PID379,Juniper Networks SRX Series Firewalls,Networking Devices,$489.28 
PID380,Fortinet FortiGate Next-Generation Firewalls,Networking Devices,"$1,642.91 "
PID381,Palo Alto Networks PA Series Firewalls,Networking Devices,"$2,448.61 "
PID382,Ubiquiti UniFi Security Gateway,Networking Devices,"$2,934.62 "
PID383,HPE OfficeConnect Routers,Networking Devices,$382.66 
PID384,Netgear Orbi Mesh Wi-Fi System,Networking Devices,"$2,204.38 "
PID385,TP-Link Deco Whole Home Mesh Wi-Fi System,Networking Devices,"$2,866.40 "
PID386,D-Link COVR Whole Home Mesh Wi-Fi System,Networking Devices,"$2,548.99 "
PID387,ASUS RT-AC5300 Tri-Band Router,Networking Devices,"$2,880.23 "
